Date,Low,High,Average,Weather Description
20191019,42.314,66.362,54.337999999999994,Cold
20191020,53.221999999999994,57.416,55.318999999999996,Cool
20191021,54.032,69.386,61.708999999999996,Cool
20191022,57.218,63.428,60.323,Warm
20191023,50.558,67.766,59.162000000000006,Cool
20191024,43.97,71.54599999999999,57.757999999999996,Cold
20191025,50.486000000000004,70.80799999999999,60.647,Cool
20191026,56.678,68.504,62.591,Cool
20191027,59.684,79.50200000000001,69.593,Warm
20191028,53.870000000000005,69.72800000000001,61.79900000000001,Cool
20191029,56.354,68.792,62.573,Cool
20191030,57.218,68.09,62.654,Warm
20191031,54.086,77.666,65.876,Cool
20191101,40.856,54.95,47.903000000000006,Cold
20191102,34.052,55.976,45.013999999999996,Cold
20191103,39.218,55.832,47.525000000000006,Cold
20191104,35.456,61.988,48.722,Cold
20191105,42.296,67.352,54.824,Cold
20191106,38.966,60.206,49.586,Cold
20191107,45.086,61.862,53.474000000000004,Cold
20191108,34.286,47.318,40.802,Cold
20191109,28.922,47.138,38.03,Cold
20191110,34.556,59.647999999999996,47.102,Cold
20191111,40.388,68.018,54.203,Cold
20191112,29.624,60.116,44.87,Cold
20191113,24.548000000000002,39.56,32.054,Frigid
20191114,25.736,45.374,35.555,Cold
20191115,32.684,55.400000000000006,44.042,Cold
20191116,34.682,46.238,40.46,Cold
20191117,34.664,45.518,40.091,Cold
20191118,38.534,49.298,43.916,Cold
20191119,42.512,54.878,48.695,Cold
20191120,41.054,53.456,47.255,Cold
20191121,38.714,54.230000000000004,46.472,Cold
20191122,37.202,54.986000000000004,46.094,Cold
20191123,31.694,46.094,38.894,Cold
20191124,38.552,52.322,45.437,Cold
20191125,35.906,58.226,47.066,Cold
20191126,36.914,63.733999999999995,50.324,Cold
20191127,44.852000000000004,60.764,52.80800000000001,Cold
20191128,39.182,54.608000000000004,46.895,Cold
20191129,36.59,50.971999999999994,43.781,Cold
20191130,38.642,46.364000000000004,42.503,Cold
20191201,37.814,48.146,42.980000000000004,Cold
20191202,36.464,44.582,40.522999999999996,Cold
20191203,37.256,47.912,42.584,Cold
20191204,35.384,49.568,42.476,Cold
20191205,37.058,47.174,42.116,Cold
20191206,32.846,53.942,43.394,Cold
20191209,43.088,56.102000000000004,49.595,Cold
20191210,37.184,58.946,48.065,Cold
20191211,31.604,39.704,35.653999999999996,Cold
20191212,27.086,38.966,33.025999999999996,Frigid
20191213,30.884,48.002,39.443,Cold
20191214,40.838,49.891999999999996,45.364999999999995,Cold
20191215,37.4,53.474000000000004,45.437,Cold
20191216,33.692,39.722,36.707,Cold
20191217,34.682,44.24,39.461,Cold
20191218,26.078,40.153999999999996,33.116,Frigid
20191219,20.732,33.008,26.87,Frigid
20191220,21.973999999999997,40.55,31.261999999999997,Frigid
20191221,25.232,39.218,32.225,Frigid
20191222,24.061999999999998,47.156,35.608999999999995,Cold
20191223,29.786,48.974000000000004,39.38,Cold
20191224,33.782,53.096000000000004,43.439,Cold
20191225,28.418,50.432,39.425,Cold
20191226,30.254,53.150000000000006,41.702000000000005,Cold
20191227,38.228,56.228,47.228,Cold
20191228,39.2,63.824,51.512,Cold
20191229,44.978,56.858000000000004,50.918000000000006,Cold
20191230,48.254,62.852000000000004,55.553,Cool
20191231,40.856,52.718,46.787000000000006,Cold
