THEFT/OTHER,THEFT F/AUTO,MOTOR VEHICLE THEFT,ROBBERY,ASSAULT W/DANGEROUS WEAPON,BURGLARY,HOMICIDE,SEX ABUSE,Arson
10457,7948,3164,1917,1584,1443,188,156,13
